reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId
ca5ee3ae-d8e2-409b-a9d8-3c1b18f45ce3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sangat membantu apalagi dengan perbaikan jalan saat ini, setuju aja sih kalau misalkan harga jalan rute tertentu dinaikkan . Mengingat kondisi di lapangan juga tidak memungkinkan, terima kasih para driver yang sudah berkenan selalu gerak cepat. sehat selalu salam satu aspal",5,171,4.45.1,2022-06-25 6:57:16,,,most_relevant,com.gojek.app
8bff252f-6468-4581-b817-dc62d998d475,Neng Sri Rahayu,https://play-lh.googleusercontent.com/a-/ACNPEu-t8g_d0TW502byiZrUEtmieqkltYO2vqz4eDGXpeE,"download ulang karna yg lama susah diperbaharui,udh gitu eror terus ga bisa kasih bintang. kadang nunggu lama orderan dimana daper driver nya di ujung dunia. sekarang sudah bisa kasih bintang, mudah mudahan ga banyak eror lg",5,4,4.46.1,2022-06-25 7:37:06,,,most_relevant,com.gojek.app
1196f78b-8b7f-4e17-b40d-54d32a5ce219,Bayu Rintoadi,https://play-lh.googleusercontent.com/a-/ACNPEu9RIVkVSOa6hmVcp0RiUGzIDOYiWvU32jjXncVmwg,"Hari ini mencoba upgarde ke GoPay Plus lagi dan masih gagal terus, sebelumnya saya bisa transfer uang ke sesama GoPay dan sekarang tidak bisa, harus upgrade dahulu. Aneh yang saya rasakan. Kalau bisa upgrade nya jangan di persulit.",5,22,4.46.1,2022-06-26 9:00:25,,,most_relevant,com.gojek.app
3dd79d0d-aaed-4096-bca3-18b796a8fe81,"Bukan Gata, tapi Syagata",https://play-lh.googleusercontent.com/a-/ACNPEu8-5r83pyNZe1paDrzT8iC58vhtWy-tQgGA_ou_6g,"Fiturnya sudah bagus, mudah dipahami. Mungkin bisa ditambahkan fitur Dark Mode, karena saya sangat menyukainya.",5,4,4.46.1,2022-06-27 15:52:38,,,most_relevant,com.gojek.app
3c98690a-a7be-4375-9abf-f34a77c31ff6,Lovely A.,https://play-lh.googleusercontent.com/a-/ACNPEu_QjgZupg9J4A23AeKf95o4pV9UzjM-pDi9Q8SfXw,"Dari hari itu tidak bisa GoFood dengan kendala 'server sedang sibuk'. Sudah melebihi satu minggu, saya sudah pastikan jaringan bagus, saya juga sudah re-install aplikasi gojeknya.",5,5,4.46.1,2022-06-29 14:13:54,,,most_relevant,com.gojek.app
a2aa5ef8-8895-4698-9709-6b82176f8c18,WIDIANA DESTY,https://play-lh.googleusercontent.com/a-/ACNPEu9-Anba4dJFdsLaGz-Y6SCYHX4jkfNV6isxYLImPUY,"kalo pesen gofood , statusnya sih ""makanan sebentar lagi datang"" tapi kalo di cek maps nya si driver masih suka ditempat itu itu aja ngga jalan jalan, ini maps ku eror atau gimana sih :(",5,26,4.46.1,2022-06-30 15:08:03,"Hai Widiana Desty, mohon maaf untuk kendalanya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila kamu mengalami kendala terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Ardi",2021-07-28 5:22:41,most_relevant,com.gojek.app
a695276c-ea56-4ace-a465-7ca217a83d41,Muchamad Mardani,https://play-lh.googleusercontent.com/a/ALm5wu0TffJHKOa20VgDQ8qaQg05wUsk7iSD8SKIi3he=mo,"Aplikasinya baguss tapi sayang sekalii setelah di update akun saya ketika pesan go food hanya bisa pilih satu promo saja.. Padahal biasanya 2 promo bisa terpasang dalam satu pesanan, tapi sekarang hanya bisa 1 saja.. Sayang sekaliii",5,15,4.46.2,2022-07-03 4:30:31,,,most_relevant,com.gojek.app
05fdb9ea-7ca3-4f37-a2dc-e400c4ebaa0e,zaky ahmad,https://play-lh.googleusercontent.com/a-/ACNPEu9jbIX80jN-UZDMzkxhQCOkmXI_e-h4_rFZRBz8RQ,"Lokasi driver errorr, terdeteksi sangat jauh dari lokasi pemesanan, ketika dicancel, aplikasi driver gojeknya lambat merespon, walhasil ketika drivernya sampe baru tau kalo dia dicancel dan emosi pun bergejolak, saya pun minta maaf. (Terjadi 3 kali). Sebagai solusi akhirnya install aplikasi yang satu lagi. Semoga bug nya dpt diperbaiki.",5,1335,4.46.2,2022-07-06 4:48:02,,,most_relevant,com.gojek.app
7cdd4827-fd06-4a93-8348-248b3e643137,Hadi Asmoro,https://play-lh.googleusercontent.com/a/ALm5wu26w9hVzP9WvA3fUPuuYV4iT5XQoPLphU3Trcbt=mo,"GOJEK paling TOP,, Aplikasi yg paling gampang, banyak promonya dan mudah""an saya juga ada paylater yg sangat membantu untuk pembayaran aktifitas hari-hari saya....",5,7,4.46.1,2022-07-07 1:44:51,,,most_relevant,com.gojek.app
3ac2cad7-ea89-4535-9b8c-e88af407afe7,theresia rahayu,https://play-lh.googleusercontent.com/a-/ACNPEu-1ZmcODmZZXHa1oVmFCA76yerKLBLDEGni5xmJHS8,"Membantu sekali, apa lagi jaman sekarang susah angkot... dan tempat2 tertentu yang susah dijangkau. Kemudian membantu yang dari kampung sampai tujuan tengah malam atau subuh. Sangat membantu...",5,2,4.46.1,2022-07-09 20:30:09,,,most_relevant,com.gojek.app
48c14d0f-2272-48a7-9427-e9b772afbd2e,Alfarizki Fajarprasetya,https://play-lh.googleusercontent.com/a/ALm5wu2G09xg8RdHOqTMlm979uY_OGDfLtkN4rfcSfUe=mo,Hampir sempurna. Ayo gopay tambahkan mandiri utama finance saya mau bayar angsuran kendaraan disitu. Semua sudah ada cuma itu yang belum ada. Makaih. Moga dibaca 😃😃,5,1,4.45.1,2022-07-10 12:45:28,,,most_relevant,com.gojek.app
8142d4e8-8124-4f3f-ade2-f0da640d564d,Eri Sukmawan,https://play-lh.googleusercontent.com/a-/ACNPEu9FhsgT4tjGuiI-GhEKId8nAg8tntJSMUfrwNRPCg,"Hai developer aplikasinya sangat keren, para driver sangat baik dalam menyelesaikan orderan terima kasih sudah membantu meringankan kebutuhan sehari². Saya sangat terbantu terutama dalam gocar dan gopay. Cuman saya ingin kasih masukkan, apakah dimungkinkan untuk membuat aplikasi khusus untuk gopay saja secara terpisah, untuk memudahkan transaksi yang lebih cepat dan simple. Thanks gojek",5,11,4.47.1,2022-07-10 15:20:15,,,most_relevant,com.gojek.app
92440241-1357-4504-840d-f30a8beeaa04,fransiski maya,https://play-lh.googleusercontent.com/a-/ACNPEu8qu-PBst0JFgRTwACc1VqQzOm9XH9AyHqcqjKmVg,"Aplikasi ojek yg pertama di pasang dan selalu suka sama bahasa pas iklan/postingan ig/pembaharuan aplikasinya! yg dipake santai dan agak lawak. Tapi barusan bahasanya jadi inggris gitu. Ya gpp sih, tapi lebih suka sama yg sebelumnya karena itu kayak udah ciri khas gojek gitu yg bahasa kreatifnya sampe ke poin2 update aplikasi. Semoga makin kreatif lagi gojek.",5,11,4.46.2,2022-07-11 1:08:58,,,most_relevant,com.gojek.app
679276d4-1469-4c85-9bae-226cc46a120d,Uchie_ Mustopa,https://play-lh.googleusercontent.com/a-/ACNPEu-MCdyn2RAuuwancfsXQmZ_6E5OIXIEyBcGj5BEXgE,"Sejak tahun 2017 sampai sekarang, tetap masih belum bisa berpindah hati ke Aplikasi lain yang serupa. Pernah mengalami penipuan drivernya di Februari 2019 response adminnya cepat banget gak nyampe 24 jam gopay-nya aku dikembalikan. Semoga promo-promonya makin banyak, serta keamanan penumpang dan drivernya makin terjamin. Sukses terus untuk GOJEK... 5⭐️ untuk aplikasi ini...😊",5,7,4.47.1,2022-07-11 13:30:42,,,most_relevant,com.gojek.app
3465babb-b5e4-49fc-9de8-5f8f1cb9f286,Dik canel,https://play-lh.googleusercontent.com/a-/ACNPEu8HMv-FopsS3RcqxbTEHLzK2rFUZV6i50SxwPTiAA,"Aplikasi yg lengkap dan bagus, tingkatkan terus sistem nya agar dalam pemesanan, customer tidak perlu nunggu lama, Krn posisi driver jauh.",5,3,4.47.1,2022-07-11 15:51:22,,,most_relevant,com.gojek.app
d5fc3ab3-63f5-4fb7-b33e-46e7e0ce851f,Trisno Naibaho,https://play-lh.googleusercontent.com/a-/ACNPEu_T-LjtT-SUHZyqX0TvpEZ1EpVyq0FE1EfK6wwx9g,Sangat mantap!!! Dan bisa mendapatkan pesanan makanan maupun berpegian dengan lancar. Ditambah promo dan pengemudi gojek yang super mantap.. sangat ramah di kantong. Terima kasih. 👍👍👍,5,2,4.47.1,2022-07-12 4:52:47,,,most_relevant,com.gojek.app
6c40302e-96be-400d-a4c3-f67dfd5f024d,Debby Sahara,https://play-lh.googleusercontent.com/a-/ACNPEu-b_mIYIbl7OR0Zo_yLFHaiObo3CzpD87yUiZoftA,"Fitur2 aplikasinya sih udah bagus...cuma kebanyakan rider gojek nya sering cancel (mungkin krn jumlah tarif nya sedikit ya) dan ketersediaan rider gojek nya sangat sedikit di daerah saya, jd untik order itu kadang udah 30 menit ga dapet2 dan klopun dapet, rider nya sering cancel (memang daerah saya masuknya kabupaten).",5,2,4.47.1,2022-07-13 9:37:31,,,most_relevant,com.gojek.app
2971719d-a3e3-47b5-ba6a-e532fc7571c6,anik indriyani,https://play-lh.googleusercontent.com/a-/ACNPEu_SI6q9sEFdnurvNsMIFe-sj1BO4aYO0wiBuQn1lg,"Saya suka pakai gojek,tapi kenapa ya...titik antar saya tidak bisa diubah,dulu awal pakai Gojek di rumah lama mau diganti titik antar ke rumah yg baru kok tidak bisa ya...untung masih satu komplek.Aplikasinya seringkali tiba² macet/delay tidak bisa check posisi driver.Mohon solusinya dong Gojek....🙏",5,6,4.47.1,2022-07-14 11:26:01,,,most_relevant,com.gojek.app
89421524-7300-411e-9962-1c05586a2f8b,Hedi Gunawan,https://play-lh.googleusercontent.com/a/ALm5wu0sQEdQLq5RaVBFaJ-gvZistRfCC-YbTQoPKRtO=mo,"Aplikasi'a sih cukup membantu... Tapi terkadang kita kalau Driver'a yg membatalkan sendiri suka kesal jg... Tolong kasih opsi buat driver kalau membatalkan sepihak di kasih sangsi, karna kita sudah lama nunggu tetapi di censel begitu saja",5,3,4.47.1,2022-07-15 14:48:01,,,most_relevant,com.gojek.app
a830ab7e-67ec-4f23-a028-d0d416451756,ERWIN PROGRESIF OFFICIAL,https://play-lh.googleusercontent.com/a-/ACNPEu_ftLYBLJYiUBVRmJYNOCXGkU0O3AJgIivupebQ5g,"Sistem sudah diperbaiki termasuk paylater dan cicil sudah tidak perlu survei ribet ke pelanggan lama dan promo juga masih jalan, saya kembalikan bintang nya asalkan dipertahankan, jangan kalah sama pasukan orange",5,18,4.47.1,2022-07-16 11:13:41,"Hai Erwin, mohon maaf atas kendala yang kamu alami. Mengenai kendala tersebut, silakan laporkan melalui email ke customerservice@go-jek.com dengan melampirkan kode #AR21-13698 pada subject email agar tim kami bisa bantu cek lebih lanjut. ^Ardi",2021-10-14 5:06:30,most_relevant,com.gojek.app
18d5bbe0-2d5a-4771-8888-8b0b9e246b0d,Saeful Nurdin,https://play-lh.googleusercontent.com/a/ALm5wu2EQE6NiQc2i1u5M6hLmcCI8tL8iHjXoDDYqfhr=mo,Very comfortable banget Layanan terbaik selama kurang lebih mau 4 taun pake aplikasi ini. Banyak keunggulan nya semangat ta buat develop nya buat kembangin aplikasi ini makin baik lagi,5,0,4.47.1,2022-07-17 3:55:54,,,most_relevant,com.gojek.app
2ed17949-cbb3-4669-b738-bd9501ad858f,Lidia Aprianisoraya,https://play-lh.googleusercontent.com/a/ALm5wu2p3kfT6qK0VsCb4OYk56PLjiPCgAGW06BUPfqiNA=mo,Banyak banget promo di gofood kadang beli makanan ratusan ribu cuma bayar ongkir doang dan saran buat gofood dibuatkan keterangan restoran halal dan tidaknya. Terimkasih gojek atas promonya. Selalu kasih yang terbaik untuk customernya.,5,9,4.45.1,2022-07-17 5:28:45,,,most_relevant,com.gojek.app
b801f5e8-4831-43de-a741-74bb364a522e,여자 사람,https://play-lh.googleusercontent.com/a/ALm5wu1IXmuR7mUj-8OI8keZbMavOdFB8maHw0LcNd8j=mo,aplikasinya membantu banget bagi saya. banyak diskon makan dan sangat memuaskan. aplikasi yang jadi solusi kalo cari makanan murah karena banyak diskonnya sampai sering makan gratis. terima kasih banyak.,5,1,4.45.1,2022-07-17 8:50:28,,,most_relevant,com.gojek.app
4852a7d7-3604-41cd-887e-5493f78a9bc4,agus yulianto,https://play-lh.googleusercontent.com/a-/ACNPEu8U9Ka08YjLkOBZBGNe34bS-iBXXXQ8cNGmRLsu,Tolonglah buat para customer gojek..bijaklah dalam memberi rating..jangan kesalahan dari resto tp kasih bintang jelek ke driver..tugas driver hanya mengantar pesanan..bukan memasak atau menyiapkan pesanan..driver hanya memastikan pesanan sudah sesuai dan lengkap..kalo memang ada yg kurang baiknya hubungi driver kembali supaya di selesaikan masalahnya..jangan asal langsung kasih bintang jelek ke driver...karna sebelum mengantar driver pasti sudah pastikan kalo pesanannya sudah lengkap....,5,18,4.47.1,2022-07-17 10:40:41,,,most_relevant,com.gojek.app
2e86d8c9-bfc7-4ef5-af22-15e777cc74a2,Muhammad Ridwan,https://play-lh.googleusercontent.com/a-/ACNPEu-vquWs-U_f9KE_navAgI76XvL6r_ouCbXHFawe,"Sempurnahhhhh membuat hidup menjadi lebih mudah, dan yg bilang Aplikasi bermasalah dan leg map gak ada gak gerak aplikasi apalah itu mungkin yg perlu di upgrade HP anda saya pengguna Gojek Sampai saat ini belum ada kendala dan masalah yg saya alami terhadap aplikasinya tp kalau Drivernya sering aku bermasalah tuh😁😏",5,6,4.47.1,2022-07-18 10:35:46,,,most_relevant,com.gojek.app
adc41495-7082-457e-b256-59429cc0d26c,Muhammad RidLwan,https://play-lh.googleusercontent.com/a-/ACNPEu_NDG3mkDpDJ5OR1iWnB1kwwh1q7kkOolsvXMFamw,"Buat customer gojek biasakan kalo order food itu stay handphonenya / di kasih noted untuk peletakan barang pd saat sampai tujuan !!! Supaya konfirmasi dari driver itu tersampaikan, terbaca dan supaya driver tidak bingung, tujuan nya agar tidak ada miss komunikasi !! Giliran driver salah aja gampang banget tinggal kasih bintang jelek, coba kalo customer salah !!!",5,0,4.47.1,2022-07-19 16:33:05,,,most_relevant,com.gojek.app
70277f7a-0546-466b-98ce-01b7b0601a72,Muhammad Zidan Fauzi,https://play-lh.googleusercontent.com/a-/ACNPEu8TrlH0VDu-1WFT4iEjf6YeM-DFCk6xCHG2VCDvYA,"Tadi mau tf ke bank gabisa:( harus upgrade dulu ke gopay plus,ada niatan mau upgrade tapi takut prosesnya lama meskipun prosesnya lama saya tetep cobain upgrade ke gopay plus tiba tiba prosesnya upgrade nya cepet dong ga sampe 30menit mantep deh.",5,1,4.47.1,2022-07-20 15:00:35,,,most_relevant,com.gojek.app
42511c2a-60bd-432e-836c-80b7fdcba0d9,Junjun Hidayat,https://play-lh.googleusercontent.com/a/ALm5wu0e84NzKj3POeLxytcaM6PQ6TFtdzM2oJd-aw4V=mo,"Gojek dari dulu memberikan yang terbaik bagi pengguna nya,aplikasi nya sangat mudah d fahami dan praktis smua yg di butuhkan bisa di gojek tanpa ribet,cuma satu ada yg kurang yaitu di bagian lokasi driver terdeteksi cukup jauh dari titik lokasi pemesan,semoga kedepannya bisa di perbaiki lagi,selebihnya gojek mantap!!!.",5,5,4.47.1,2022-07-21 17:02:53,,,most_relevant,com.gojek.app
